Lake,Year,DOY,Chlorophyll,Phycocyanin,DissolvedOxygen_Saturation,pH,Temperature
Blackhawk Lake,2015,261,10.17,3.09,80.16,8.55,25.39
Blackhawk Lake,2015,261,80.0,19.87,164.07,8.86,26.67
Blackhawk Lake,2015,261,3.33,0.77,132.67,8.51,25.82
Blackhawk Lake,2015,261,3.42,0.67,124.4,8.52,25.35
Blackhawk Lake,2015,261,27.58,3.79,115.88,8.45,27.08
Blackhawk Lake,2015,262,7.9,1.14,112.26,8.35,26.93
Blackhawk Lake,2015,262,5.01,0.46,123.7,8.31,25.05
Blackhawk Lake,2015,262,14.82,2.01,92.84,8.59,25.67
Blackhawk Lake,2015,262,80.0,16.92,141.04,8.9,25.58
Blackhawk Lake,2015,262,42.73,13.95,145.7,8.52,24.34
Blackhawk Lake,2015,263,80.0,16.02,126.41,8.63,27.63
Blackhawk Lake,2015,263,80.0,24.64,152.99,8.7,25.04
Blackhawk Lake,2015,263,32.75,8.13,138.06,8.44,24.66
Blackhawk Lake,2015,263,9.71,0.59,95.63,8.3,24.64
Blackhawk Lake,2015,263,13.96,2.56,116.89,8.42,26.26
Blackhawk Lake,2015,264,19.17,5.54,99.04,8.5,26.35
Blackhawk Lake,2015,264,8.5,0.43,101.33,8.24,27.72
Blackhawk Lake,2015,264,31.41,8.41,119.14,8.55,25.31
Blackhawk Lake,2015,264,18.22,4.59,116.03,8.4,26.73
Blackhawk Lake,2015,264,2.98,0.38,99.91,8.32,25.4
Blackhawk Lake,2015,265,12.77,2.17,102.96,8.59,27.73
Blackhawk Lake,2015,265,80.0,15.82,144.42,8.51,28.0
Blackhawk Lake,2015,265,27.57,7.41,121.69,8.81,28.0
Blackhawk Lake,2015,267,7.1,1.52,104.18,8.43,25.61
Blackhawk Lake,2015,267,23.48,7.82,158.88,8.47,26.15
Blackhawk Lake,2015,268,1.79,0.14,105.01,8.52,27.08
Blackhawk Lake,2015,268,40.34,5.26,76.16,8.74,26.59
Blackhawk Lake,2015,268,11.22,3.3,99.36,8.53,25.85
Blackhawk Lake,2015,269,7.02,0.35,106.48,8.51,26.79
Blackhawk Lake,2015,269,1.87,0.3,103.23,8.38,24.34
Blackhawk Lake,2015,269,10.81,2.76,83.52,8.46,27.88
Blackhawk Lake,2015,270,33.97,4.91,149.8,8.69,25.0
Blackhawk Lake,2015,270,25.82,4.08,116.66,8.47,24.32
Blackhawk Lake,2015,272,20.3,5.7,136.34,8.5,26.86
Blackhawk Lake,2015,272,61.22,14.17,141.11,8.52,24.19
Blackhawk Lake,2015,273,10.78,1.75,97.4,8.48,26.15
Blackhawk Lake,2015,275,62.88,16.99,121.61,8.77,25.96
Blackhawk Lake,2015,275,6.74,1.18,103.6,8.48,26.62
Blackhawk Lake,2015,276,2.54,0.38,101.59,8.39,26.4
Blackhawk Lake,2015,277,2.76,0.58,113.74,8.6,26.23
Blackhawk Lake,2015,277,10.59,1.41,102.45,8.54,25.94
Blackhawk Lake,2015,278,7.72,1.82,103.14,8.57,25.03
Blackhawk Lake,2015,278,58.8,11.56,134.77,8.5,25.25
Blackhawk Lake,2015,279,39.31,12.6,128.44,8.53,25.04
Blackhawk Lake,2015,279,24.3,3.07,111.01,8.57,26.5
Blackhawk Lake,2015,280,0.8,0.2,129.95,8.36,24.18
Blackhawk Lake,2015,280,0.87,0.19,96.47,8.46,26.6
Blackhawk Lake,2015,280,4.4,1.01,122.56,8.38,25.14
Blackhawk Lake,2015,280,10.58,3.6,114.79,8.6,24.85
Blackhawk Lake,2015,280,7.81,1.13,100.34,8.46,24.17
Blackhawk Lake,2015,281,32.96,8.38,112.71,8.61,25.07
Blackhawk Lake,2015,281,4.78,0.77,107.38,8.33,24.74
Blackhawk Lake,2015,281,9.98,1.85,114.15,8.45,25.4
Blackhawk Lake,2015,281,7.91,0.8,122.45,8.75,25.92
Blackhawk Lake,2015,283,80.0,11.61,143.93,8.75,25.3
Blackhawk Lake,2015,284,36.28,8.52,135.31,8.51,23.77
Blackhawk Lake,2015,284,16.91,5.77,119.77,8.35,24.04
Blackhawk Lake,2015,284,1.45,0.29,135.06,8.51,23.6
Blackhawk Lake,2015,285,4.36,0.98,108.94,8.32,24.87
Blackhawk Lake,2015,285,16.39,4.68,124.81,8.49,26.27
Blackhawk Lake,2015,285,9.61,1.74,101.99,8.61,24.97
Blackhawk Lake,2015,285,50.63,13.77,101.72,8.73,25.2
Blackhawk Lake,2015,286,13.46,4.17,126.65,8.61,26.02
Blackhawk Lake,2015,287,31.21,9.69,73.64,8.61,25.85
Blackhawk Lake,2016,132,59.21,16.43,122.98,8.55,18.65
Blackhawk Lake,2016,133,58.39,11.06,152.12,8.73,18.37
Blackhawk Lake,2016,133,6.65,1.28,122.43,8.29,17.37
Blackhawk Lake,2016,133,1.07,0.21,147.81,8.49,17.77
Blackhawk Lake,2016,134,7.26,1.05,125.9,8.4,19.88
Blackhawk Lake,2016,134,4.72,0.54,127.12,8.32,19.13
Blackhawk Lake,2016,134,8.93,0.85,138.08,8.33,19.02
Blackhawk Lake,2016,134,41.06,9.37,129.7,8.42,20.33
Blackhawk Lake,2016,134,15.11,4.8,138.97,8.51,19.3
Blackhawk Lake,2016,134,33.15,10.83,170.62,8.54,17.23
Blackhawk Lake,2016,135,3.78,0.54,141.12,8.38,18.64
Blackhawk Lake,2016,135,11.29,1.44,126.08,8.34,19.1
Blackhawk Lake,2016,136,15.31,2.6,140.28,8.37,19.32
Blackhawk Lake,2016,137,17.82,5.37,146.65,8.32,19.27
Blackhawk Lake,2016,137,32.13,10.22,129.58,8.52,18.4
Blackhawk Lake,2016,138,13.6,2.18,126.12,8.39,18.07
Blackhawk Lake,2016,138,1.75,0.19,107.68,8.5,20.12
Blackhawk Lake,2016,139,35.84,8.9,135.8,8.5,19.79
Blackhawk Lake,2016,141,49.12,5.69,162.81,8.6,19.6
Blackhawk Lake,2016,142,26.32,8.09,148.26,8.5,19.96
Blackhawk Lake,2016,142,27.48,4.93,135.67,8.6,16.39
Blackhawk Lake,2016,142,16.05,3.39,146.35,8.64,20.7
Blackhawk Lake,2016,143,29.68,4.73,131.84,8.4,21.73
Blackhawk Lake,2016,144,0.68,0.12,129.47,8.38,19.57
Blackhawk Lake,2016,144,80.0,20.68,157.37,8.68,19.93
Blackhawk Lake,2016,144,0.86,0.05,111.34,8.31,19.35
Blackhawk Lake,2016,146,11.03,2.79,118.61,8.28,18.43
Blackhawk Lake,2016,147,12.28,1.25,114.87,8.38,20.0
Blackhawk Lake,2016,147,60.86,13.89,146.47,8.67,20.62
Blackhawk Lake,2016,149,9.65,1.67,113.79,8.36,19.55
Blackhawk Lake,2016,149,12.5,2.79,112.91,8.4,21.77
Blackhawk Lake,2016,150,1.31,0.17,130.39,8.39,18.95
Blackhawk Lake,2016,150,35.66,10.91,131.2,8.51,18.7
Blackhawk Lake,2016,150,18.38,3.6,118.9,8.18,19.75
Blackhawk Lake,2016,151,3.73,0.75,118.4,8.45,20.47
Blackhawk Lake,2016,151,48.84,9.3,140.32,8.59,22.19
Blackhawk Lake,2016,151,16.12,4.08,134.46,8.5,21.57
Blackhawk Lake,2016,151,4.98,0.39,117.79,8.4,20.79
Blackhawk Lake,2016,152,1.27,0.21,130.25,8.15,20.69
Blackhawk Lake,2016,153,57.1,17.78,171.2,8.55,21.99
Blackhawk Lake,2016,154,36.71,6.48,160.56,8.48,19.65
Blackhawk Lake,2016,154,21.9,6.88,139.68,8.47,21.71
Blackhawk Lake,2016,154,1.49,0.19,128.38,8.6,22.03
Blackhawk Lake,2016,155,72.13,10.22,152.81,8.53,20.01
Blackhawk Lake,2016,155,31.05,4.3,131.45,8.51,20.83
Blackhawk Lake,2016,156,52.25,6.16,134.79,8.37,19.62
Blackhawk Lake,2016,157,80.0,15.29,147.88,8.96,22.59
Blackhawk Lake,2016,157,3.08,0.17,118.87,8.47,21.38
Blackhawk Lake,2016,158,10.68,1.15,117.85,8.3,21.03
Blackhawk Lake,2016,158,7.96,1.83,120.19,8.48,19.39
Blackhawk Lake,2016,160,18.98,6.57,100.81,8.31,23.2
Blackhawk Lake,2016,161,1.05,0.09,148.92,8.62,22.54
Blackhawk Lake,2016,162,22.22,4.67,112.44,8.37,22.79
Blackhawk Lake,2016,162,4.31,1.05,132.36,8.16,20.51
Blackhawk Lake,2016,163,16.23,3.43,161.44,8.42,20.85
Blackhawk Lake,2016,165,35.85,8.69,139.95,8.41,22.71
Blackhawk Lake,2016,166,10.73,2.35,125.14,8.26,21.92
Blackhawk Lake,2016,167,80.0,25.4,148.31,8.77,22.91
Blackhawk Lake,2016,168,8.07,0.85,100.4,8.43,23.02
Blackhawk Lake,2016,168,19.47,6.15,143.29,8.28,22.68
Blackhawk Lake,2016,169,5.56,1.12,83.04,8.45,21.72
Blackhawk Lake,2016,170,8.81,1.97,116.33,8.49,26.18
Blackhawk Lake,2016,171,26.42,6.43,122.84,8.67,23.65
Blackhawk Lake,2016,171,40.62,9.25,137.5,8.65,22.87
Blackhawk Lake,2016,172,7.64,1.43,134.11,8.56,23.12
Blackhawk Lake,2016,172,4.97,0.61,130.13,8.35,22.65
Blackhawk Lake,2016,173,22.55,3.92,133.23,8.59,24.39
Blackhawk Lake,2016,174,5.97,1.22,125.9,8.59,23.86
Blackhawk Lake,2016,174,44.0,5.37,134.09,8.5,23.77
Blackhawk Lake,2016,175,1.72,0.11,113.26,8.3,21.49
Blackhawk Lake,2016,175,15.74,1.88,125.55,8.63,21.18
Blackhawk Lake,2016,176,13.45,1.59,108.59,8.28,23.35
Blackhawk Lake,2016,176,3.94,0.83,127.21,8.41,22.64
Blackhawk Lake,2016,177,26.05,5.71,107.78,8.6,23.33
Blackhawk Lake,2016,177,16.99,3.22,126.05,8.39,23.74
Blackhawk Lake,2016,177,40.63,8.63,151.55,8.8,23.67
Blackhawk Lake,2016,177,6.75,0.66,123.94,8.56,23.92
Blackhawk Lake,2016,179,63.03,14.5,135.58,8.73,24.15
Blackhawk Lake,2016,179,1.46,0.16,98.84,8.47,23.84
Blackhawk Lake,2016,179,12.41,2.1,122.3,8.43,23.12
Blackhawk Lake,2016,179,4.3,0.49,100.77,8.43,24.86
Blackhawk Lake,2016,180,6.78,0.76,116.61,8.5,24.84
Blackhawk Lake,2016,181,10.33,2.01,144.72,8.48,25.09
Blackhawk Lake,2016,181,2.48,0.47,127.88,8.58,25.95
Blackhawk Lake,2016,184,15.44,2.69,114.53,8.52,24.46
Blackhawk Lake,2016,185,14.41,2.74,128.38,8.49,23.92
Blackhawk Lake,2016,185,0.77,0.07,93.71,8.25,22.72
Blackhawk Lake,2016,187,8.3,1.83,94.84,8.57,26.11
Blackhawk Lake,2016,187,11.12,1.71,137.84,8.62,25.88
Blackhawk Lake,2016,187,7.38,1.33,133.09,8.35,23.74
Blackhawk Lake,2016,187,80.0,22.26,151.37,8.76,23.2
Blackhawk Lake,2016,187,2.24,0.14,98.93,8.44,23.58
Blackhawk Lake,2016,187,6.58,0.35,95.24,8.3,25.52
Blackhawk Lake,2016,188,0.51,0.07,123.11,8.73,24.46
Blackhawk Lake,2016,188,8.89,2.16,118.29,8.72,24.7
Blackhawk Lake,2016,188,5.11,1.05,110.88,8.53,25.99
Blackhawk Lake,2016,189,24.78,3.22,110.02,8.67,25.62
Blackhawk Lake,2016,189,16.56,3.19,124.61,8.49,22.22
Blackhawk Lake,2016,190,16.33,4.82,103.91,8.24,25.1
Blackhawk Lake,2016,190,9.82,0.94,91.42,8.46,24.42
Blackhawk Lake,2016,190,80.0,9.16,151.4,8.82,24.69
Blackhawk Lake,2016,191,5.58,0.53,108.56,8.42,24.73
Blackhawk Lake,2016,191,23.79,5.82,113.31,8.6,26.52
Blackhawk Lake,2016,191,80.0,21.48,134.29,8.64,23.42
Blackhawk Lake,2016,193,21.32,4.64,130.22,8.57,24.87
Blackhawk Lake,2016,193,10.1,3.43,120.14,8.28,23.84
Blackhawk Lake,2016,193,12.28,1.46,101.72,8.63,27.58
Blackhawk Lake,2016,193,1.25,0.17,101.08,8.32,27.77
Blackhawk Lake,2016,194,24.69,8.4,127.89,8.55,24.71
Blackhawk Lake,2016,195,1.75,0.3,101.35,8.47,24.8
Blackhawk Lake,2016,196,12.47,3.61,95.79,8.5,25.9
Blackhawk Lake,2016,196,33.02,8.59,135.13,8.45,24.23
Blackhawk Lake,2016,198,18.67,4.19,111.59,8.63,27.32
Blackhawk Lake,2016,199,2.66,0.25,101.82,8.58,26.36
Blackhawk Lake,2016,199,16.76,3.47,110.99,8.51,25.05
Blackhawk Lake,2016,199,18.3,3.15,117.12,8.6,24.65
Blackhawk Lake,2016,199,59.48,11.78,142.33,8.71,24.83
Blackhawk Lake,2016,200,24.66,4.67,132.59,8.47,25.8
Blackhawk Lake,2016,200,35.56,9.39,122.18,8.48,23.32
Blackhawk Lake,2016,200,12.67,1.39,128.93,8.43,23.85
Blackhawk Lake,2016,200,24.56,5.14,160.18,8.62,25.81
Blackhawk Lake,2016,201,38.45,7.24,143.48,8.57,24.78
Blackhawk Lake,2016,201,74.69,16.76,126.27,8.8,25.6
Blackhawk Lake,2016,202,3.56,0.79,114.45,8.15,25.16
Blackhawk Lake,2016,203,19.79,3.62,128.19,8.67,26.41
Blackhawk Lake,2016,204,20.23,6.45,125.3,8.31,24.81
Blackhawk Lake,2016,204,11.05,1.46,76.46,8.58,25.34
Blackhawk Lake,2016,204,3.57,0.4,94.41,8.54,25.07
Blackhawk Lake,2016,204,21.22,4.36,99.14,8.43,26.75
Blackhawk Lake,2016,205,24.42,3.55,114.34,8.67,27.05
Blackhawk Lake,2016,206,67.14,16.63,146.29,8.65,25.36
Blackhawk Lake,2016,206,19.29,2.74,134.67,8.62,28.0
Blackhawk Lake,2016,208,2.01,0.22,119.12,8.6,26.97
Blackhawk Lake,2016,209,3.87,0.59,106.62,8.55,26.28
Blackhawk Lake,2016,210,35.35,9.85,122.68,8.71,26.94
Blackhawk Lake,2016,210,36.93,11.65,114.0,8.73,27.6
Blackhawk Lake,2016,210,3.25,0.38,124.44,8.59,25.63
Blackhawk Lake,2016,211,13.54,3.03,106.74,8.4,27.11
Blackhawk Lake,2016,211,33.75,6.62,129.33,8.61,27.18
Blackhawk Lake,2016,212,3.66,0.78,107.92,8.55,27.33
Blackhawk Lake,2016,212,5.52,1.07,113.98,8.46,26.41
Blackhawk Lake,2016,212,64.34,12.81,125.84,8.67,26.69
Blackhawk Lake,2016,214,7.61,1.4,120.74,8.43,27.32
Blackhawk Lake,2016,214,80.0,24.66,146.5,8.76,27.83
Blackhawk Lake,2016,215,19.89,3.52,98.41,8.67,24.41
Blackhawk Lake,2016,215,4.3,0.56,80.54,8.44,28.0
Blackhawk Lake,2016,215,53.68,6.13,134.14,8.73,25.2
Blackhawk Lake,2016,216,48.23,12.45,108.22,8.64,28.0
Blackhawk Lake,2016,216,16.65,2.82,91.13,8.47,26.08
Blackhawk Lake,2016,216,13.37,4.58,102.85,8.47,24.99
Blackhawk Lake,2016,216,42.19,8.68,100.88,8.52,27.65
Blackhawk Lake,2016,217,5.5,0.81,96.44,8.37,25.62
Blackhawk Lake,2016,218,13.24,3.32,115.59,8.52,26.91
Blackhawk Lake,2016,219,4.59,0.8,120.88,8.34,26.93
Blackhawk Lake,2016,219,3.07,0.59,120.09,8.31,27.67
Blackhawk Lake,2016,220,1.93,0.43,111.04,8.56,27.51
Blackhawk Lake,2016,220,2.48,0.47,132.28,8.38,27.2
Blackhawk Lake,2016,222,8.96,0.9,109.86,8.58,26.84
Blackhawk Lake,2016,223,8.16,0.72,105.97,8.42,28.0
Blackhawk Lake,2016,224,15.3,3.19,89.1,8.49,27.22
Blackhawk Lake,2016,224,63.93,16.58,121.36,8.84,28.0
Blackhawk Lake,2016,227,24.08,2.49,107.0,8.48,27.34
Blackhawk Lake,2016,227,4.49,0.28,106.11,8.68,25.81
Blackhawk Lake,2016,228,40.31,4.85,131.23,8.71,28.0
Blackhawk Lake,2016,228,29.7,4.46,131.03,8.76,27.02
Blackhawk Lake,2016,228,80.0,9.37,142.63,8.88,27.11
Blackhawk Lake,2016,228,80.0,13.38,139.96,8.91,28.0
Blackhawk Lake,2016,229,26.3,5.62,127.54,8.43,28.0
Blackhawk Lake,2016,230,80.0,16.85,150.3,8.85,26.23
Blackhawk Lake,2016,230,1.45,0.08,79.16,8.47,26.38
Blackhawk Lake,2016,230,5.32,1.25,103.13,8.53,26.94
Blackhawk Lake,2016,231,3.59,0.37,101.6,8.47,28.0
Blackhawk Lake,2016,231,18.32,5.56,118.27,8.48,27.92
Blackhawk Lake,2016,232,3.19,0.32,128.72,8.82,25.77
Blackhawk Lake,2016,233,2.49,0.54,125.59,8.38,25.37
Blackhawk Lake,2016,233,2.37,0.36,97.19,8.44,25.61
Blackhawk Lake,2016,234,80.0,11.88,158.29,8.85,27.21
Blackhawk Lake,2016,236,14.84,4.26,96.04,8.78,27.21
Blackhawk Lake,2016,236,4.01,0.34,118.02,8.38,27.57
Blackhawk Lake,2016,237,80.0,11.23,126.85,8.71,27.13
Blackhawk Lake,2016,237,8.41,1.29,119.73,8.33,26.74
Blackhawk Lake,2016,237,5.98,0.58,140.67,8.62,26.82
Blackhawk Lake,2016,237,1.28,0.2,126.27,8.58,25.1
Blackhawk Lake,2016,237,2.57,0.34,121.15,8.52,27.0
Blackhawk Lake,2016,238,13.5,3.39,103.35,8.47,25.78
Blackhawk Lake,2016,238,4.63,0.42,103.76,8.6,27.52
Blackhawk Lake,2016,239,2.14,0.29,95.52,8.48,27.04
Blackhawk Lake,2016,239,38.48,10.47,149.62,8.68,28.0
Blackhawk Lake,2016,239,19.43,6.04,112.04,8.31,27.44
Blackhawk Lake,2016,239,67.77,9.89,139.52,8.65,26.71
Blackhawk Lake,2016,240,7.04,1.62,121.63,8.49,28.0
Blackhawk Lake,2016,240,12.85,1.5,114.43,8.46,27.58
Blackhawk Lake,2016,240,6.75,0.92,97.04,8.39,28.0
Blackhawk Lake,2016,242,2.09,0.13,77.04,8.39,25.46
Blackhawk Lake,2016,242,56.25,15.59,163.78,8.69,28.0
Blackhawk Lake,2016,243,74.86,8.73,164.72,8.83,27.28
Blackhawk Lake,2016,243,31.4,9.44,120.96,8.48,27.8
Blackhawk Lake,2016,243,76.05,21.72,134.83,8.74,28.0
Blackhawk Lake,2016,243,21.24,6.95,137.63,8.63,27.31
Blackhawk Lake,2016,244,17.68,4.33,119.05,8.44,27.88
Blackhawk Lake,2016,245,9.38,0.98,93.57,8.45,28.0
Blackhawk Lake,2016,246,5.34,0.72,124.22,8.48,25.99
Blackhawk Lake,2016,246,75.43,23.04,155.04,8.89,25.81
Blackhawk Lake,2016,246,3.26,0.34,113.93,8.52,28.0
Blackhawk Lake,2016,247,4.16,0.37,121.66,8.35,25.47
Blackhawk Lake,2016,247,25.57,6.79,132.07,8.61,25.05
Blackhawk Lake,2016,248,24.49,2.99,141.73,8.44,26.02
Blackhawk Lake,2016,248,11.25,1.85,89.54,8.55,26.31
Blackhawk Lake,2016,249,8.88,1.02,106.16,8.59,26.95
Blackhawk Lake,2016,249,26.41,6.45,129.85,8.66,26.27
Blackhawk Lake,2016,249,9.09,0.5,104.36,8.64,25.61
Blackhawk Lake,2016,250,26.28,6.93,143.81,8.62,24.63
Blackhawk Lake,2016,250,45.11,10.87,132.98,8.78,27.27
Blackhawk Lake,2016,250,80.0,26.0,167.45,8.77,28.0
Blackhawk Lake,2016,250,76.62,12.05,149.05,8.85,25.82
Blackhawk Lake,2016,253,23.87,5.54,132.29,8.64,26.46
Blackhawk Lake,2016,254,14.13,3.02,132.7,8.66,25.96
Blackhawk Lake,2016,254,10.05,1.43,110.39,8.76,27.35
Blackhawk Lake,2016,255,60.93,10.29,119.43,8.78,27.85
Blackhawk Lake,2016,255,19.07,5.27,111.19,8.76,25.19
Blackhawk Lake,2016,255,18.37,1.93,136.68,8.6,26.24
Blackhawk Lake,2016,256,22.19,6.67,124.24,8.58,27.62
Blackhawk Lake,2016,256,8.53,0.69,125.22,8.26,23.56
Blackhawk Lake,2016,257,30.52,7.57,119.52,8.54,26.74
Blackhawk Lake,2016,257,7.09,0.47,114.52,8.61,26.47
Blackhawk Lake,2016,257,31.79,4.86,109.92,8.68,26.96
Blackhawk Lake,2016,258,5.71,1.42,108.8,8.54,27.59
Blackhawk Lake,2016,258,10.55,1.22,106.43,8.47,27.95
Blackhawk Lake,2016,258,4.97,0.32,99.38,8.4,26.27
Blackhawk Lake,2016,259,9.23,0.65,112.21,8.44,24.39
Blackhawk Lake,2016,259,21.66,3.67,133.82,8.48,26.4
Blackhawk Lake,2016,259,4.89,0.37,92.5,8.38,25.25
Blackhawk Lake,2016,260,15.15,2.31,120.8,8.47,25.88
Blackhawk Lake,2016,261,7.72,0.63,96.27,8.51,27.43
Blackhawk Lake,2016,261,1.43,0.3,90.65,8.51,27.06
Blackhawk Lake,2016,261,12.45,3.19,89.63,8.48,24.98
Blackhawk Lake,2016,261,4.48,0.5,74.86,8.34,26.28
Blackhawk Lake,2016,262,80.0,21.34,151.58,8.85,26.97
Blackhawk Lake,2016,262,1.21,0.26,99.52,8.33,26.8
Blackhawk Lake,2016,263,11.14,2.49,108.64,8.68,28.0
Blackhawk Lake,2016,265,7.85,1.03,79.86,8.45,27.3
Blackhawk Lake,2016,265,18.43,2.75,142.46,8.76,25.57
Blackhawk Lake,2016,267,10.07,1.58,121.99,8.28,28.0
Blackhawk Lake,2016,267,19.74,4.79,107.37,8.45,24.97
Blackhawk Lake,2016,267,6.38,1.37,109.7,8.52,25.31
Blackhawk Lake,2016,268,20.78,2.82,110.57,8.69,26.06
Blackhawk Lake,2016,268,9.24,1.49,121.41,8.53,25.12
Blackhawk Lake,2016,268,3.77,0.35,104.06,8.53,26.6
Blackhawk Lake,2016,268,4.2,0.21,117.78,8.5,24.97
Blackhawk Lake,2016,269,27.85,3.84,110.07,8.34,27.54
Blackhawk Lake,2016,270,4.09,0.96,99.42,8.39,25.81
Blackhawk Lake,2016,272,35.45,7.68,133.32,8.52,25.63
Blackhawk Lake,2016,273,6.69,1.13,113.17,8.57,22.35
Blackhawk Lake,2016,273,3.22,0.49,114.99,8.55,24.93
Blackhawk Lake,2016,273,80.0,9.0,139.81,8.79,26.26
Blackhawk Lake,2016,273,9.37,0.77,104.15,8.51,27.08
Blackhawk Lake,2016,273,18.09,4.56,110.93,8.42,24.96
Blackhawk Lake,2016,274,6.79,0.87,114.69,8.44,27.04
Blackhawk Lake,2016,274,30.25,8.15,127.44,8.65,24.7
Blackhawk Lake,2016,274,9.98,0.54,134.82,8.49,24.81
Blackhawk Lake,2016,275,29.79,5.55,128.56,8.62,24.64
Blackhawk Lake,2016,276,2.11,0.39,101.7,8.58,26.26
Blackhawk Lake,2016,277,38.33,6.53,146.18,8.71,24.28
Blackhawk Lake,2016,277,2.62,0.17,107.34,8.24,24.04
Blackhawk Lake,2016,277,6.96,1.65,93.07,8.44,26.54
Blackhawk Lake,2016,277,17.43,5.96,75.78,8.51,24.03
Blackhawk Lake,2016,277,1.72,0.31,122.86,8.55,25.12
Blackhawk Lake,2016,278,14.88,4.53,141.04,8.41,26.31
Blackhawk Lake,2016,278,9.17,2.1,120.72,8.47,26.39
Blackhawk Lake,2016,278,36.92,5.45,114.73,8.51,23.94
Blackhawk Lake,2016,279,8.93,0.66,136.84,8.53,26.66
Blackhawk Lake,2016,279,1.32,0.15,140.24,8.29,25.11
Blackhawk Lake,2016,279,13.83,2.57,133.12,8.62,26.28
Green Valley Lake,2014,149,22.54,5.51,138.63,8.41,21.66
Green Valley Lake,2014,149,3.98,0.53,103.54,8.07,23.34
Green Valley Lake,2014,150,9.11,0.82,126.36,8.39,22.29
Green Valley Lake,2014,150,26.55,7.83,119.68,8.59,21.37
Green Valley Lake,2014,151,4.97,0.35,125.62,8.45,21.81
Green Valley Lake,2014,152,2.27,0.38,129.9,8.55,22.5
Green Valley Lake,2014,152,45.96,7.77,154.61,8.52,19.59
Green Valley Lake,2014,152,15.76,4.04,138.0,8.26,20.26
Green Valley Lake,2014,153,10.23,1.14,138.92,8.25,22.47
Green Valley Lake,2014,153,7.11,0.83,118.86,8.3,22.18
Green Valley Lake,2014,153,5.36,0.3,148.92,8.15,21.21
Green Valley Lake,2014,153,8.93,0.98,125.39,8.35,20.12
Green Valley Lake,2014,153,51.99,11.7,155.84,8.5,23.02
Green Valley Lake,2014,154,15.99,2.17,140.92,8.25,21.31
Green Valley Lake,2014,155,9.44,2.17,133.65,8.49,23.47
Green Valley Lake,2014,155,8.57,0.94,103.34,8.45,21.94
Green Valley Lake,2014,155,41.88,4.36,152.97,8.52,22.78
Green Valley Lake,2014,156,51.48,9.56,145.4,8.61,22.32
Green Valley Lake,2014,157,3.83,0.79,135.69,8.2,23.28
Green Valley Lake,2014,158,8.45,2.04,159.72,8.46,23.0
Green Valley Lake,2014,158,3.18,0.4,140.29,8.07,21.93
Green Valley Lake,2014,158,5.98,0.68,124.12,8.32,21.5
Green Valley Lake,2014,159,8.09,2.02,123.15,8.56,22.98
Green Valley Lake,2014,160,2.52,0.33,136.8,8.46,20.79
Green Valley Lake,2014,160,4.96,0.87,104.68,8.34,21.21
Green Valley Lake,2014,161,21.36,6.16,140.55,8.49,23.19
Green Valley Lake,2014,161,31.17,4.57,114.7,8.88,22.83
Green Valley Lake,2014,161,11.21,1.47,112.52,8.75,21.72
Green Valley Lake,2014,161,8.05,0.49,108.0,8.36,21.23
Green Valley Lake,2014,162,9.56,1.7,123.24,8.63,20.62
Green Valley Lake,2014,162,2.51,0.43,127.2,8.53,21.33
Green Valley Lake,2014,163,1.93,0.28,99.85,8.42,23.66
Green Valley Lake,2014,163,16.59,5.44,146.28,8.23,20.23
Green Valley Lake,2014,164,37.66,10.88,118.39,8.25,21.38
Green Valley Lake,2014,164,2.78,0.68,113.78,8.23,22.56
Green Valley Lake,2014,164,0.98,0.08,105.35,7.99,22.42
Green Valley Lake,2014,164,5.82,1.32,99.74,8.05,21.42
Green Valley Lake,2014,165,52.0,13.63,150.22,8.75,21.72
Green Valley Lake,2014,165,4.3,0.71,97.04,8.12,24.87
Green Valley Lake,2014,166,2.82,0.23,127.08,8.18,22.24
Green Valley Lake,2014,166,3.74,0.63,132.08,8.36,22.6
Green Valley Lake,2014,166,4.2,0.66,102.98,8.37,23.62
Green Valley Lake,2014,167,16.51,2.87,122.33,8.42,22.4
Green Valley Lake,2014,168,1.85,0.12,116.36,8.53,24.66
Green Valley Lake,2014,169,3.22,0.57,124.7,8.4,22.73
Green Valley Lake,2014,169,6.69,0.5,105.21,8.44,22.97
Green Valley Lake,2014,169,4.51,0.69,118.81,8.43,22.67
Green Valley Lake,2014,169,52.0,15.73,153.57,8.65,22.55
Green Valley Lake,2014,169,2.53,0.45,113.87,8.23,22.6
Green Valley Lake,2014,170,9.1,1.15,95.41,8.35,23.7
Green Valley Lake,2014,171,24.74,4.66,146.6,8.56,23.27
Green Valley Lake,2014,172,22.23,6.58,150.38,8.27,23.47
Green Valley Lake,2014,172,13.15,3.31,101.28,8.5,23.08
Green Valley Lake,2014,172,9.9,0.61,129.79,8.57,21.74
Green Valley Lake,2014,172,8.43,1.55,109.18,8.33,21.48
Green Valley Lake,2014,173,4.89,0.44,114.96,8.26,22.72
Green Valley Lake,2014,174,0.98,0.14,107.89,8.48,23.48
Green Valley Lake,2014,174,2.29,0.14,103.7,8.34,23.21
Green Valley Lake,2014,174,8.82,1.43,95.95,8.43,24.21
Green Valley Lake,2014,175,8.43,2.02,130.8,8.3,22.86
Green Valley Lake,2014,175,8.33,1.01,89.3,8.49,21.64
Green Valley Lake,2014,176,29.56,5.99,120.9,8.19,24.51
Green Valley Lake,2014,176,12.27,3.46,95.23,8.28,23.47
